[Step 0] Agent 0 Action: 2, Reward: 0.0000
[Simulate] Step 2447: Queue length 3, Waiting time 429.0
[Simulate] Step 2448: Queue length 3, Waiting time 432.0
[Simulate] Step 2449: Queue length 3, Waiting time 435.0
[Simulate] Step 2450: Queue length 3, Waiting time 438.0
[Simulate] Step 2451: Queue length 3, Waiting time 441.0
[Simulate] Step 2452: Queue length 3, Waiting time 444.0
[Simulate] Step 2453: Queue length 3, Waiting time 447.0
[Simulate] Step 2454: Queue length 3, Waiting time 450.0
[Simulate] Step 2455: Queue length 3, Waiting time 453.0
[Simulate] Step 2456: Queue length 3, Waiting time 456.0
[Simulate] Step 2457: Queue length 3, Waiting time 459.0
[Simulate] Step 2458: Queue length 3, Waiting time 462.0
[Simulate] Step 2459: Queue length 3, Waiting time 465.0
[Simulate] Step 2460: Queue length 3, Waiting time 468.0
[Simulate] Step 2461: Queue length 3, Waiting time 471.0
[Simulate] Step 2462: Queue length 3, Waiting time 474.0
[Simulate] Step 2463: Queue length 3, Waiting time 477.0
[Simulate] Step 2464: Queue length 3, Waiting time 480.0
[Simulate] Step 2465: Queue length 3, Waiting time 483.0
[Simulate] Step 2466: Queue length 3, Waiting time 486.0
[Simulate] Step 2467: Queue length 3, Waiting time 489.0
[Simulate] Step 2468: Queue length 3, Waiting time 492.0
[Simulate] Step 2469: Queue length 3, Waiting time 495.0
[Simulate] Step 2470: Queue length 3, Waiting time 498.0
[Simulate] Step 2471: Queue length 3, Waiting time 501.0
[Simulate] Step 2472: Queue length 3, Waiting time 504.0
[Simulate] Step 2473: Queue length 3, Waiting time 507.0
[Simulate] Step 2474: Queue length 3, Waiting time 510.0
[Simulate] Step 2475: Queue length 3, Waiting time 513.0
[Simulate] Step 2476: Queue length 3, Waiting time 516.0
[Simulate] Step 2477: Queue length 3, Waiting time 519.0
[Simulate] Step 2478: Queue length 3, Waiting time 522.0
[Simulate] Step 2479: Queue length 3, Waiting time 525.0
[Simulate] Step 2480: Queue length 3, Waiting time 528.0
[Simulate] Step 2481: Queue length 3, Waiting time 531.0
[Simulate] Step 2482: Queue length 3, Waiting time 534.0
[Simulate] Step 2483: Queue length 3, Waiting time 537.0
[Simulate] Step 2484: Queue length 3, Waiting time 540.0
[Simulate] Step 2485: Queue length 3, Waiting time 543.0
[Simulate] Step 2486: Queue length 3, Waiting time 546.0
[Simulate] Step 2487: Queue length 3, Waiting time 549.0
[Simulate] Step 2488: Queue length 3, Waiting time 552.0
[Simulate] Step 2489: Queue length 3, Waiting time 555.0
[Simulate] Step 2490: Queue length 3, Waiting time 558.0
[Simulate] Step 2491: Queue length 3, Waiting time 561.0
[Simulate] Step 2492: Queue length 3, Waiting time 564.0
[Simulate] Step 2493: Queue length 3, Waiting time 567.0
[Simulate] Step 2494: Queue length 4, Waiting time 571.0
[Step 2494] Agent 0 Action: 3, Reward: -0.4340
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 2495: Queue length 4, Waiting time 575.0
[Simulate] Step 2496: Queue length 4, Waiting time 579.0
[Simulate] Step 2497: Queue length 4, Waiting time 583.0
[Simulate] Step 2498: Queue length 4, Waiting time 587.0
[Step 2498] Adaptive green duration: 50
[Simulate] Step 2499: Queue length 3, Waiting time 590.0
[Simulate] Step 2500: Queue length 3, Waiting time 459.0
[Simulate] Step 2501: Queue length 3, Waiting time 462.0
[Simulate] Step 2502: Queue length 3, Waiting time 465.0
[Simulate] Step 2503: Queue length 3, Waiting time 468.0
[Simulate] Step 2504: Queue length 3, Waiting time 471.0
[Simulate] Step 2505: Queue length 3, Waiting time 474.0
[Simulate] Step 2506: Queue length 3, Waiting time 477.0
[Simulate] Step 2507: Queue length 3, Waiting time 480.0
[Simulate] Step 2508: Queue length 3, Waiting time 483.0
[Simulate] Step 2509: Queue length 3, Waiting time 486.0
[Simulate] Step 2510: Queue length 3, Waiting time 489.0
[Simulate] Step 2511: Queue length 3, Waiting time 492.0
[Simulate] Step 2512: Queue length 3, Waiting time 495.0
[Simulate] Step 2513: Queue length 3, Waiting time 498.0
[Simulate] Step 2514: Queue length 3, Waiting time 501.0
[Simulate] Step 2515: Queue length 3, Waiting time 504.0
[Simulate] Step 2516: Queue length 3, Waiting time 507.0
[Simulate] Step 2517: Queue length 4, Waiting time 511.0
[Simulate] Step 2518: Queue length 4, Waiting time 515.0
[Simulate] Step 2519: Queue length 4, Waiting time 519.0
[Simulate] Step 2520: Queue length 4, Waiting time 523.0
[Simulate] Step 2521: Queue length 4, Waiting time 527.0
[Simulate] Step 2522: Queue length 4, Waiting time 531.0
[Simulate] Step 2523: Queue length 4, Waiting time 535.0
[Simulate] Step 2524: Queue length 4, Waiting time 539.0
[Simulate] Step 2525: Queue length 4, Waiting time 543.0
[Simulate] Step 2526: Queue length 4, Waiting time 547.0
[Simulate] Step 2527: Queue length 4, Waiting time 551.0
[Simulate] Step 2528: Queue length 4, Waiting time 555.0
[Simulate] Step 2529: Queue length 4, Waiting time 559.0
[Simulate] Step 2530: Queue length 4, Waiting time 563.0
[Simulate] Step 2531: Queue length 4, Waiting time 567.0
[Simulate] Step 2532: Queue length 4, Waiting time 571.0
[Simulate] Step 2533: Queue length 5, Waiting time 576.0
[Simulate] Step 2534: Queue length 5, Waiting time 581.0
[Simulate] Step 2535: Queue length 5, Waiting time 586.0
[Simulate] Step 2536: Queue length 5, Waiting time 591.0
[Simulate] Step 2537: Queue length 5, Waiting time 596.0
[Simulate] Step 2538: Queue length 5, Waiting time 601.0
[Simulate] Step 2539: Queue length 5, Waiting time 606.0
[Simulate] Step 2540: Queue length 5, Waiting time 611.0
[Simulate] Step 2541: Queue length 5, Waiting time 616.0
[Simulate] Step 2542: Queue length 5, Waiting time 621.0
[Simulate] Step 2543: Queue length 5, Waiting time 626.0
[Simulate] Step 2544: Queue length 5, Waiting time 631.0
[Simulate] Step 2545: Queue length 5, Waiting time 636.0
[Simulate] Step 2546: Queue length 5, Waiting time 641.0
[Simulate] Step 2547: Queue length 5, Waiting time 646.0
[Simulate] Step 2548: Queue length 5, Waiting time 651.0
[Step 2548] Agent 0 Action: 0, Reward: -0.2700
[SetYellow] TL TL: Set yellow phase 7 out of 8 phases.
[Simulate] Step 2549: Queue length 5, Waiting time 656.0
[Simulate] Step 2550: Queue length 5, Waiting time 661.0
[Simulate] Step 2551: Queue length 5, Waiting time 666.0
[Simulate] Step 2552: Queue length 5, Waiting time 671.0
[Step 2552] Adaptive green duration: 50
[Simulate] Step 2553: Queue length 2, Waiting time 673.0
[Simulate] Step 2554: Queue length 2, Waiting time 474.0
[Simulate] Step 2555: Queue length 2, Waiting time 476.0
[Simulate] Step 2556: Queue length 2, Waiting time 478.0
[Simulate] Step 2557: Queue length 2, Waiting time 480.0
[Simulate] Step 2558: Queue length 2, Waiting time 482.0
[Simulate] Step 2559: Queue length 2, Waiting time 484.0
[Simulate] Step 2560: Queue length 2, Waiting time 486.0
[Simulate] Step 2561: Queue length 2, Waiting time 488.0
[Simulate] Step 2562: Queue length 2, Waiting time 490.0
[Simulate] Step 2563: Queue length 2, Waiting time 492.0
[Simulate] Step 2564: Queue length 2, Waiting time 494.0
[Simulate] Step 2565: Queue length 2, Waiting time 496.0
[Simulate] Step 2566: Queue length 2, Waiting time 498.0
[Simulate] Step 2567: Queue length 2, Waiting time 500.0
[Simulate] Step 2568: Queue length 2, Waiting time 502.0
[Simulate] Step 2569: Queue length 2, Waiting time 504.0
[Simulate] Step 2570: Queue length 2, Waiting time 506.0
[Simulate] Step 2571: Queue length 2, Waiting time 508.0
[Simulate] Step 2572: Queue length 2, Waiting time 510.0
[Simulate] Step 2573: Queue length 2, Waiting time 512.0
[Simulate] Step 2574: Queue length 2, Waiting time 514.0
[Simulate] Step 2575: Queue length 2, Waiting time 516.0
[Simulate] Step 2576: Queue length 2, Waiting time 518.0
[Simulate] Step 2577: Queue length 2, Waiting time 520.0
[Simulate] Step 2578: Queue length 2, Waiting time 522.0
[Simulate] Step 2579: Queue length 2, Waiting time 524.0
[Simulate] Step 2580: Queue length 2, Waiting time 526.0
[Simulate] Step 2581: Queue length 2, Waiting time 528.0
[Simulate] Step 2582: Queue length 2, Waiting time 530.0
[Simulate] Step 2583: Queue length 2, Waiting time 532.0
[Simulate] Step 2584: Queue length 2, Waiting time 534.0
[Simulate] Step 2585: Queue length 2, Waiting time 536.0
[Simulate] Step 2586: Queue length 2, Waiting time 538.0
[Simulate] Step 2587: Queue length 2, Waiting time 540.0
[Simulate] Step 2588: Queue length 2, Waiting time 542.0
[Simulate] Step 2589: Queue length 2, Waiting time 544.0
[Simulate] Step 2590: Queue length 2, Waiting time 546.0
[Simulate] Step 2591: Queue length 2, Waiting time 548.0
[Simulate] Step 2592: Queue length 2, Waiting time 550.0
[Simulate] Step 2593: Queue length 2, Waiting time 552.0
[Simulate] Step 2594: Queue length 2, Waiting time 554.0
[Simulate] Step 2595: Queue length 2, Waiting time 556.0
[Simulate] Step 2596: Queue length 2, Waiting time 558.0
[Simulate] Step 2597: Queue length 2, Waiting time 560.0
[Simulate] Step 2598: Queue length 2, Waiting time 562.0
[Simulate] Step 2599: Queue length 2, Waiting time 564.0
[Simulate] Step 2600: Queue length 2, Waiting time 566.0
[Simulate] Step 2601: Queue length 2, Waiting time 568.0
[Simulate] Step 2602: Queue length 2, Waiting time 570.0
[Step 2602] Agent 0 Action: 2, Reward: 0.0920
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 2603: Queue length 2, Waiting time 572.0
[Simulate] Step 2604: Queue length 2, Waiting time 574.0
[Simulate] Step 2605: Queue length 2, Waiting time 576.0
[Simulate] Step 2606: Queue length 2, Waiting time 578.0
[Step 2606] Adaptive green duration: 50
[Simulate] Step 2607: Queue length 1, Waiting time 579.0
[Simulate] Step 2608: Queue length 1, Waiting time 506.0
[Simulate] Step 2609: Queue length 1, Waiting time 507.0
[Simulate] Step 2610: Queue length 1, Waiting time 508.0
[Simulate] Step 2611: Queue length 1, Waiting time 509.0
[Simulate] Step 2612: Queue length 1, Waiting time 510.0
[Simulate] Step 2613: Queue length 1, Waiting time 511.0
[Simulate] Step 2614: Queue length 1, Waiting time 512.0
[Simulate] Step 2615: Queue length 1, Waiting time 513.0
[Simulate] Step 2616: Queue length 1, Waiting time 514.0
[Simulate] Step 2617: Queue length 1, Waiting time 515.0
[Simulate] Step 2618: Queue length 1, Waiting time 516.0
[Simulate] Step 2619: Queue length 1, Waiting time 517.0
[Simulate] Step 2620: Queue length 1, Waiting time 518.0
[Simulate] Step 2621: Queue length 1, Waiting time 519.0
[Simulate] Step 2622: Queue length 1, Waiting time 520.0
[Simulate] Step 2623: Queue length 1, Waiting time 521.0
[Simulate] Step 2624: Queue length 1, Waiting time 522.0
[Simulate] Step 2625: Queue length 1, Waiting time 523.0
[Simulate] Step 2626: Queue length 2, Waiting time 525.0
[Simulate] Step 2627: Queue length 2, Waiting time 527.0
[Simulate] Step 2628: Queue length 2, Waiting time 529.0
[Simulate] Step 2629: Queue length 2, Waiting time 531.0
[Simulate] Step 2630: Queue length 2, Waiting time 533.0
[Simulate] Step 2631: Queue length 2, Waiting time 535.0
[Simulate] Step 2632: Queue length 2, Waiting time 537.0
[Simulate] Step 2633: Queue length 2, Waiting time 539.0
[Simulate] Step 2634: Queue length 2, Waiting time 541.0
[Simulate] Step 2635: Queue length 2, Waiting time 543.0
[Simulate] Step 2636: Queue length 2, Waiting time 545.0
[Simulate] Step 2637: Queue length 2, Waiting time 547.0
[Simulate] Step 2638: Queue length 2, Waiting time 549.0
[Simulate] Step 2639: Queue length 2, Waiting time 551.0
[Simulate] Step 2640: Queue length 2, Waiting time 553.0
[Simulate] Step 2641: Queue length 2, Waiting time 555.0
[Simulate] Step 2642: Queue length 2, Waiting time 557.0
[Simulate] Step 2643: Queue length 2, Waiting time 559.0
[Simulate] Step 2644: Queue length 2, Waiting time 561.0
[Simulate] Step 2645: Queue length 2, Waiting time 563.0
[Simulate] Step 2646: Queue length 2, Waiting time 565.0
[Simulate] Step 2647: Queue length 2, Waiting time 567.0
[Simulate] Step 2648: Queue length 2, Waiting time 569.0
[Simulate] Step 2649: Queue length 2, Waiting time 571.0
[Simulate] Step 2650: Queue length 2, Waiting time 573.0
[Simulate] Step 2651: Queue length 2, Waiting time 575.0
[Simulate] Step 2652: Queue length 2, Waiting time 577.0
[Simulate] Step 2653: Queue length 2, Waiting time 579.0
[Simulate] Step 2654: Queue length 2, Waiting time 581.0
[Simulate] Step 2655: Queue length 2, Waiting time 583.0
[Simulate] Step 2656: Queue length 2, Waiting time 585.0
[Step 2656] Agent 0 Action: 1, Reward: -0.1300
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 2657: Queue length 2, Waiting time 587.0
[Simulate] Step 2658: Queue length 2, Waiting time 589.0
[Simulate] Step 2659: Queue length 2, Waiting time 591.0
[Simulate] Step 2660: Queue length 2, Waiting time 593.0
[Step 2660] Adaptive green duration: 50
[Simulate] Step 2661: Queue length 1, Waiting time 594.0
[Simulate] Step 2662: Queue length 1, Waiting time 37.0
[Simulate] Step 2663: Queue length 1, Waiting time 38.0
[Simulate] Step 2664: Queue length 1, Waiting time 39.0
[Simulate] Step 2665: Queue length 1, Waiting time 40.0
[Simulate] Step 2666: Queue length 1, Waiting time 41.0
[Simulate] Step 2667: Queue length 1, Waiting time 42.0
[Simulate] Step 2668: Queue length 1, Waiting time 43.0
[Simulate] Step 2669: Queue length 1, Waiting time 44.0
[Simulate] Step 2670: Queue length 1, Waiting time 45.0
[Simulate] Step 2671: Queue length 1, Waiting time 46.0
[Simulate] Step 2672: Queue length 1, Waiting time 47.0
[Simulate] Step 2673: Queue length 1, Waiting time 48.0
[Simulate] Step 2674: Queue length 1, Waiting time 49.0
[Simulate] Step 2675: Queue length 1, Waiting time 50.0
[Simulate] Step 2676: Queue length 1, Waiting time 51.0
[Simulate] Step 2677: Queue length 1, Waiting time 52.0
[Simulate] Step 2678: Queue length 1, Waiting time 53.0
[Simulate] Step 2679: Queue length 1, Waiting time 54.0
[Simulate] Step 2680: Queue length 1, Waiting time 55.0
[Simulate] Step 2681: Queue length 1, Waiting time 56.0
[Simulate] Step 2682: Queue length 1, Waiting time 57.0
[Simulate] Step 2683: Queue length 2, Waiting time 59.0
[Simulate] Step 2684: Queue length 3, Waiting time 62.0
[Simulate] Step 2685: Queue length 3, Waiting time 65.0
[Simulate] Step 2686: Queue length 3, Waiting time 68.0
[Simulate] Step 2687: Queue length 3, Waiting time 71.0
[Simulate] Step 2688: Queue length 3, Waiting time 74.0
[Simulate] Step 2689: Queue length 3, Waiting time 77.0
[Simulate] Step 2690: Queue length 3, Waiting time 80.0
[Simulate] Step 2691: Queue length 3, Waiting time 83.0
[Simulate] Step 2692: Queue length 3, Waiting time 86.0
[Simulate] Step 2693: Queue length 3, Waiting time 89.0
[Simulate] Step 2694: Queue length 3, Waiting time 92.0
[Simulate] Step 2695: Queue length 3, Waiting time 95.0
[Simulate] Step 2696: Queue length 3, Waiting time 98.0
[Simulate] Step 2697: Queue length 3, Waiting time 101.0
[Simulate] Step 2698: Queue length 3, Waiting time 104.0
[Simulate] Step 2699: Queue length 3, Waiting time 107.0
[Simulate] Step 2700: Queue length 3, Waiting time 110.0
[Simulate] Step 2701: Queue length 3, Waiting time 113.0
[Simulate] Step 2702: Queue length 3, Waiting time 116.0
[Simulate] Step 2703: Queue length 3, Waiting time 119.0
[Simulate] Step 2704: Queue length 3, Waiting time 122.0
[Simulate] Step 2705: Queue length 3, Waiting time 125.0
[Simulate] Step 2706: Queue length 3, Waiting time 128.0
[Simulate] Step 2707: Queue length 3, Waiting time 131.0
[Simulate] Step 2708: Queue length 3, Waiting time 134.0
[Simulate] Step 2709: Queue length 3, Waiting time 137.0
[Simulate] Step 2710: Queue length 3, Waiting time 140.0
[Step 2710] Agent 0 Action: 0, Reward: 0.7800
[SetYellow] TL TL: Set yellow phase 3 out of 8 phases.
[Simulate] Step 2711: Queue length 3, Waiting time 143.0
[Simulate] Step 2712: Queue length 3, Waiting time 146.0
[Simulate] Step 2713: Queue length 3, Waiting time 149.0
[Simulate] Step 2714: Queue length 3, Waiting time 152.0
[Step 2714] Adaptive green duration: 44
[Simulate] Step 2715: Queue length 1, Waiting time 153.0
[Simulate] Step 2716: Queue length 1, Waiting time 33.0
[Simulate] Step 2717: Queue length 1, Waiting time 34.0
[Simulate] Step 2718: Queue length 1, Waiting time 35.0
[Simulate] Step 2719: Queue length 1, Waiting time 36.0
[Simulate] Step 2720: Queue length 1, Waiting time 37.0
[Simulate] Step 2721: Queue length 1, Waiting time 38.0
[Simulate] Step 2722: Queue length 1, Waiting time 39.0
[Simulate] Step 2723: Queue length 1, Waiting time 40.0
[Simulate] Step 2724: Queue length 1, Waiting time 41.0
[Simulate] Step 2725: Queue length 1, Waiting time 42.0
[Simulate] Step 2726: Queue length 1, Waiting time 43.0
[Simulate] Step 2727: Queue length 1, Waiting time 44.0
[Simulate] Step 2728: Queue length 1, Waiting time 45.0
[Simulate] Step 2729: Queue length 1, Waiting time 46.0
[Simulate] Step 2730: Queue length 1, Waiting time 47.0
[Simulate] Step 2731: Queue length 1, Waiting time 48.0
[Simulate] Step 2732: Queue length 1, Waiting time 49.0
[Simulate] Step 2733: Queue length 1, Waiting time 50.0
[Simulate] Step 2734: Queue length 1, Waiting time 51.0
[Simulate] Step 2735: Queue length 1, Waiting time 52.0
[Simulate] Step 2736: Queue length 1, Waiting time 53.0
[Simulate] Step 2737: Queue length 1, Waiting time 54.0
[Simulate] Step 2738: Queue length 1, Waiting time 55.0
[Simulate] Step 2739: Queue length 1, Waiting time 56.0
[Simulate] Step 2740: Queue length 1, Waiting time 57.0
[Simulate] Step 2741: Queue length 1, Waiting time 58.0
[Simulate] Step 2742: Queue length 1, Waiting time 59.0
[Simulate] Step 2743: Queue length 2, Waiting time 61.0
[Simulate] Step 2744: Queue length 2, Waiting time 63.0
[Simulate] Step 2745: Queue length 2, Waiting time 65.0
[Simulate] Step 2746: Queue length 2, Waiting time 67.0
[Simulate] Step 2747: Queue length 2, Waiting time 69.0
[Simulate] Step 2748: Queue length 2, Waiting time 71.0
[Simulate] Step 2749: Queue length 2, Waiting time 73.0
[Simulate] Step 2750: Queue length 2, Waiting time 75.0
[Simulate] Step 2751: Queue length 2, Waiting time 77.0
[Simulate] Step 2752: Queue length 2, Waiting time 79.0
[Simulate] Step 2753: Queue length 2, Waiting time 81.0
[Simulate] Step 2754: Queue length 2, Waiting time 83.0
[Simulate] Step 2755: Queue length 2, Waiting time 85.0
[Simulate] Step 2756: Queue length 2, Waiting time 87.0
[Simulate] Step 2757: Queue length 2, Waiting time 89.0
[Simulate] Step 2758: Queue length 2, Waiting time 91.0
[Step 2758] Agent 0 Action: 2, Reward: 0.0080
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 2759: Queue length 2, Waiting time 93.0
[Simulate] Step 2760: Queue length 2, Waiting time 95.0
[Simulate] Step 2761: Queue length 2, Waiting time 97.0
[Simulate] Step 2762: Queue length 2, Waiting time 99.0
[Step 2762] Adaptive green duration: 42
[Simulate] Step 2763: Queue length 0, Waiting time 99.0
[Simulate] Step 2764: Queue length 0, Waiting time 0.0
[Simulate] Step 2765: Queue length 0, Waiting time 0.0
[Simulate] Step 2766: Queue length 1, Waiting time 1.0
[Simulate] Step 2767: Queue length 1, Waiting time 2.0
[Simulate] Step 2768: Queue length 1, Waiting time 3.0
[Simulate] Step 2769: Queue length 1, Waiting time 4.0
[Simulate] Step 2770: Queue length 1, Waiting time 5.0
[Simulate] Step 2771: Queue length 1, Waiting time 6.0
[Simulate] Step 2772: Queue length 1, Waiting time 7.0
[Simulate] Step 2773: Queue length 1, Waiting time 8.0
[Simulate] Step 2774: Queue length 1, Waiting time 9.0
[Simulate] Step 2775: Queue length 1, Waiting time 10.0
[Simulate] Step 2776: Queue length 1, Waiting time 11.0
[Simulate] Step 2777: Queue length 1, Waiting time 12.0
[Simulate] Step 2778: Queue length 1, Waiting time 13.0
[Simulate] Step 2779: Queue length 1, Waiting time 14.0
[Simulate] Step 2780: Queue length 1, Waiting time 15.0
[Simulate] Step 2781: Queue length 1, Waiting time 16.0
[Simulate] Step 2782: Queue length 1, Waiting time 17.0
[Simulate] Step 2783: Queue length 1, Waiting time 18.0
[Simulate] Step 2784: Queue length 1, Waiting time 19.0
[Simulate] Step 2785: Queue length 1, Waiting time 20.0
[Simulate] Step 2786: Queue length 1, Waiting time 21.0
[Simulate] Step 2787: Queue length 1, Waiting time 22.0
[Simulate] Step 2788: Queue length 1, Waiting time 23.0
[Simulate] Step 2789: Queue length 1, Waiting time 24.0
[Simulate] Step 2790: Queue length 1, Waiting time 25.0
[Simulate] Step 2791: Queue length 1, Waiting time 26.0
[Simulate] Step 2792: Queue length 1, Waiting time 27.0
[Simulate] Step 2793: Queue length 1, Waiting time 28.0
[Simulate] Step 2794: Queue length 1, Waiting time 29.0
[Simulate] Step 2795: Queue length 1, Waiting time 30.0
[Simulate] Step 2796: Queue length 1, Waiting time 31.0
[Simulate] Step 2797: Queue length 1, Waiting time 32.0
[Simulate] Step 2798: Queue length 1, Waiting time 33.0
[Simulate] Step 2799: Queue length 1, Waiting time 34.0
[Simulate] Step 2800: Queue length 1, Waiting time 35.0
[Simulate] Step 2801: Queue length 1, Waiting time 36.0
[Simulate] Step 2802: Queue length 1, Waiting time 37.0
[Simulate] Step 2803: Queue length 1, Waiting time 38.0
[Simulate] Step 2804: Queue length 1, Waiting time 39.0
[Step 2804] Agent 0 Action: 3, Reward: 0.0140
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 2805: Queue length 1, Waiting time 40.0
[Simulate] Step 2806: Queue length 1, Waiting time 41.0
[Simulate] Step 2807: Queue length 1, Waiting time 42.0
[Simulate] Step 2808: Queue length 1, Waiting time 43.0
[Step 2808] Adaptive green duration: 41
[Simulate] Step 2809: Queue length 1, Waiting time 44.0
[Simulate] Step 2810: Queue length 1, Waiting time 45.0
[Simulate] Step 2811: Queue length 1, Waiting time 46.0
[Simulate] Step 2812: Queue length 1, Waiting time 47.0
[Simulate] Step 2813: Queue length 1, Waiting time 48.0
[Simulate] Step 2814: Queue length 1, Waiting time 49.0
[Simulate] Step 2815: Queue length 1, Waiting time 50.0
[Simulate] Step 2816: Queue length 1, Waiting time 51.0
[Simulate] Step 2817: Queue length 1, Waiting time 52.0
[Simulate] Step 2818: Queue length 1, Waiting time 53.0
[Simulate] Step 2819: Queue length 1, Waiting time 54.0
[Simulate] Step 2820: Queue length 1, Waiting time 55.0
[Simulate] Step 2821: Queue length 1, Waiting time 56.0
[Simulate] Step 2822: Queue length 1, Waiting time 57.0
[Simulate] Step 2823: Queue length 1, Waiting time 58.0
[Simulate] Step 2824: Queue length 1, Waiting time 59.0
[Simulate] Step 2825: Queue length 1, Waiting time 60.0
[Simulate] Step 2826: Queue length 1, Waiting time 61.0
[Simulate] Step 2827: Queue length 1, Waiting time 62.0
[Simulate] Step 2828: Queue length 1, Waiting time 63.0
[Simulate] Step 2829: Queue length 1, Waiting time 64.0
[Simulate] Step 2830: Queue length 1, Waiting time 65.0
[Simulate] Step 2831: Queue length 1, Waiting time 66.0
[Simulate] Step 2832: Queue length 1, Waiting time 67.0
[Simulate] Step 2833: Queue length 1, Waiting time 68.0
[Simulate] Step 2834: Queue length 1, Waiting time 69.0
[Simulate] Step 2835: Queue length 1, Waiting time 70.0
[Simulate] Step 2836: Queue length 1, Waiting time 71.0
[Simulate] Step 2837: Queue length 1, Waiting time 72.0
[Simulate] Step 2838: Queue length 1, Waiting time 73.0
[Simulate] Step 2839: Queue length 1, Waiting time 74.0
[Simulate] Step 2840: Queue length 1, Waiting time 75.0
[Simulate] Step 2841: Queue length 1, Waiting time 76.0
[Simulate] Step 2842: Queue length 1, Waiting time 77.0
[Simulate] Step 2843: Queue length 1, Waiting time 78.0
[Simulate] Step 2844: Queue length 1, Waiting time 79.0
[Simulate] Step 2845: Queue length 1, Waiting time 80.0
[Simulate] Step 2846: Queue length 1, Waiting time 81.0
[Simulate] Step 2847: Queue length 1, Waiting time 82.0
[Simulate] Step 2848: Queue length 1, Waiting time 83.0
[Simulate] Step 2849: Queue length 1, Waiting time 84.0
[Step 2889] Agent 0 Action: 1, Reward: 0.2300
[SetYellow] TL TL: Set yellow phase 7 out of 8 phases.
[Simulate] Step 2890: Queue length 1, Waiting time 125.0
[Simulate] Step 2891: Queue length 1, Waiting time 126.0
[Simulate] Step 2892: Queue length 1, Waiting time 127.0
[Simulate] Step 2893: Queue length 1, Waiting time 128.0
[Step 2893] Adaptive green duration: 46
[Simulate] Step 2894: Queue length 1, Waiting time 129.0
[Simulate] Step 2895: Queue length 1, Waiting time 130.0
[Simulate] Step 2896: Queue length 1, Waiting time 131.0
[Simulate] Step 2897: Queue length 1, Waiting time 132.0
[Simulate] Step 2898: Queue length 1, Waiting time 133.0
[Simulate] Step 2899: Queue length 1, Waiting time 134.0
[Simulate] Step 2900: Queue length 2, Waiting time 136.0
[Simulate] Step 2901: Queue length 2, Waiting time 138.0
[Simulate] Step 2902: Queue length 2, Waiting time 140.0
[Simulate] Step 2903: Queue length 2, Waiting time 142.0
[Simulate] Step 2904: Queue length 2, Waiting time 144.0
[Simulate] Step 2905: Queue length 2, Waiting time 146.0
[Simulate] Step 2906: Queue length 2, Waiting time 148.0
[Simulate] Step 2907: Queue length 2, Waiting time 150.0
[Simulate] Step 2908: Queue length 2, Waiting time 152.0
[Simulate] Step 2909: Queue length 2, Waiting time 154.0
[Simulate] Step 2910: Queue length 2, Waiting time 156.0
[Simulate] Step 2911: Queue length 2, Waiting time 158.0
[Simulate] Step 2912: Queue length 2, Waiting time 160.0
[Simulate] Step 2913: Queue length 2, Waiting time 162.0
[Simulate] Step 2914: Queue length 2, Waiting time 164.0
[Simulate] Step 2915: Queue length 2, Waiting time 166.0
[Simulate] Step 2916: Queue length 2, Waiting time 168.0
[Simulate] Step 2917: Queue length 2, Waiting time 170.0
[Simulate] Step 2918: Queue length 2, Waiting time 172.0
[Simulate] Step 2919: Queue length 2, Waiting time 174.0
[Simulate] Step 2920: Queue length 2, Waiting time 176.0
[Simulate] Step 2921: Queue length 3, Waiting time 179.0
[Simulate] Step 2922: Queue length 3, Waiting time 182.0
[Simulate] Step 2923: Queue length 3, Waiting time 185.0
[Simulate] Step 2924: Queue length 3, Waiting time 188.0
[Simulate] Step 2925: Queue length 3, Waiting time 191.0
[Simulate] Step 2926: Queue length 3, Waiting time 194.0
[Simulate] Step 2927: Queue length 3, Waiting time 197.0
[Simulate] Step 2928: Queue length 3, Waiting time 200.0
[Simulate] Step 2929: Queue length 3, Waiting time 203.0
[Simulate] Step 2930: Queue length 3, Waiting time 206.0
[Simulate] Step 2931: Queue length 3, Waiting time 209.0
[Simulate] Step 2932: Queue length 3, Waiting time 212.0
[Simulate] Step 2933: Queue length 3, Waiting time 215.0
[Simulate] Step 2934: Queue length 3, Waiting time 218.0
[Simulate] Step 2935: Queue length 3, Waiting time 221.0
[Simulate] Step 2936: Queue length 3, Waiting time 224.0
[Simulate] Step 2937: Queue length 3, Waiting time 227.0
[Simulate] Step 2938: Queue length 3, Waiting time 230.0
[Simulate] Step 2939: Queue length 3, Waiting time 233.0
[Step 2939] Agent 0 Action: 0, Reward: -0.3380
[SetYellow] TL TL: Set yellow phase 3 out of 8 phases.
[Simulate] Step 2940: Queue length 3, Waiting time 236.0
[Simulate] Step 2941: Queue length 3, Waiting time 239.0
[Simulate] Step 2942: Queue length 3, Waiting time 242.0
[Simulate] Step 2943: Queue length 3, Waiting time 245.0
[Step 2943] Adaptive green duration: 50
